,X.1,X,date_time,Year,Longitude,Latitude,Agency,Program,station_id,node_fvcom,nLayers_fvcom,sigthick_fvcom,sigma,node_EFDC,nLayers_efdc,sigthick_efdc,I_Index,J_Index,K_Index,sample_depth,water_depth,TP_ugL.1,Model_source,JulianDate
1667,871,906,4/16/2013,2013,-79.45278,43.62333,ECCC,NA,NA,3312,20,0.7571,13,11982,10,1.5142,56,105,7,10,15.142,7.9,LOTP,1366070400
1769,33,36,4/16/2013,2013,-79.19472,43.25472,ECCC,NA,NA,4253,20,0.6126,16,4070,10,1.2252,58,67,9,10,12.252,15,LOTP,1366070400
1770,123,130,4/16/2013,2013,-79.00444,43.29694,ECCC,NA,NA,5389,20,0.6096,16,3566,10,1.2192,74,64,9,10,12.192,22.1,LOTP,1366070400
1773,872,907,4/16/2013,2013,-79.45278,43.62333,ECCC,NA,NA,3312,20,0.7571,16,11982,10,1.5142,56,105,9,12.8,15.142,9.6,LOTP,1366070400
1867,1399,1455,4/16/2013,2013,-79.0052,43.2972,USEPA,GLNPO,ON22N,5389,20,0.5435,18,3565,10,1.087,73,64,10,10,10.87,22.1,LOEM,1366070400
1933,805,835,4/16/2013,2013,-78.80222,43.59694,ECCC,NA,NA,8348,20,6.93235,18,8835,10,13.8647,97,90,10,126,138.647,6.6,LOTP,1366070400
1934,1396,1452,4/16/2013,2013,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,18,8835,10,13.6241,97,91,10,126,136.241,6.6,LOEM,1366070400
2030,806,836,4/16/2013,2013,-78.80222,43.59694,ECCC,NA,NA,8348,20,6.93235,19,8835,10,13.8647,97,90,10,134,138.647,5.6,LOTP,1366070400
2031,1397,1453,4/16/2013,2013,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,19,8835,10,13.6241,97,91,10,134,136.241,5.6,LOEM,1366070400
2145,1053,1090,4/16/2013,2013,-79.08389,43.74944,ECCC,NA,NA,6767,20,1.9348,20,12175,10,3.8696,83,106,10,43,38.696,4.9,LOTP,1366070400
440,4,4,4/17/2013,2013,-79.44639,43.22333,ECCC,NA,NA,2722,20,1.0167,1,5498,10,2.0334,40,75,1,1,20.334,6.4,LOTP,1366156800
442,10,11,4/17/2013,2013,-79.27139,43.22472,ECCC,NA,NA,3413,20,0.58565,1,4064,10,1.1713,52,67,1,1,11.713,8.3,LOTP,1366156800
451,89,93,4/17/2013,2013,-79.36,43.27167,ECCC,NA,NA,4385,20,3.4366,1,5898,10,6.8732,49,77,1,1,68.732,5.7,LOTP,1366156800
454,93,97,4/17/2013,2013,-79.25167,43.27389,ECCC,NA,NA,4672,20,3.046,1,5321,10,6.092,56,74,1,1,60.92,5.1,LOTP,1366156800
468,143,150,4/17/2013,2013,-79.27667,43.3025,ECCC,NA,NA,4803,20,4.2114,1,5904,10,8.4228,55,77,1,1,84.228,5.4,LOTP,1366156800
477,191,201,4/17/2013,2013,-79.44111,43.31722,ECCC,NA,NA,4377,20,4.32275,1,6933,10,8.6455,45,82,1,1,86.455,4.8,LOTP,1366156800
490,260,272,4/17/2013,2013,-79.19583,43.33778,ECCC,NA,NA,5503,20,4.7994,1,6111,10,9.5988,62,78,1,1,95.988,6.4,LOTP,1366156800
513,318,333,4/17/2013,2013,-79.28444,43.38306,ECCC,NA,NA,5498,20,5.3878,1,7170,10,10.7756,58,83,1,1,107.756,5.1,LOTP,1366156800
698,1400,1456,4/17/2013,2013,-79.2862,43.3836,GLWQA,CSMI,19,5498,20,5.3878,1,7170,10,10.7756,58,83,1,1,107.756,5.1,LOEM,1366156800
699,1401,1457,4/17/2013,2013,-79.272,43.225,USEPA,GLNPO,ON17N,3212,20,0.58565,1,4064,10,1.1713,52,67,1,1,11.713,8.3,LOEM,1366156800
700,1403,1460,4/17/2013,2013,-79.44236,43.31688,ECCC,GLSP,PSN 15,4377,20,4.29065,1,6932,10,8.5813,44,82,1,1,85.813,4.8,LOEM,1366156800
1767,11,13,4/17/2013,2013,-79.27139,43.22472,ECCC,NA,NA,3413,20,0.58565,16,4064,10,1.1713,52,67,9,9.5,11.713,8.5,LOTP,1366156800
1768,1402,1459,4/17/2013,2013,-79.272,43.225,USEPA,GLNPO,ON17N,3212,20,0.58565,16,4064,10,1.1713,52,67,9,9.5,11.713,8.5,LOEM,1366156800
1914,261,273,4/17/2013,2013,-79.19583,43.33778,ECCC,NA,NA,5503,20,4.7994,18,6111,10,9.5988,62,78,10,90,95.988,6.6,LOTP,1366156800
1983,94,98,4/17/2013,2013,-79.25167,43.27389,ECCC,NA,NA,4672,20,3.046,19,5321,10,6.092,56,74,10,58,60.92,5.6,LOTP,1366156800
1992,144,151,4/17/2013,2013,-79.27667,43.3025,ECCC,NA,NA,4803,20,4.2114,19,5904,10,8.4228,55,77,10,82,84.228,5,LOTP,1366156800
116,1409,1467,4/22/2013,2013,-77.31,43.47,NYSDEC,BMP,SPO,21150,20,10.094,0,6647,10,20.188,188,80,1,0,201.88,5.45,LOEM,1366588800
132,1408,1466,4/22/2013,2013,-77.1,43.62,NYSDEC,BMP,MidLake,23905,20,7.1985,0,9403,10,14.397,201,92,1,0,143.97,5.55,LOEM,1366588800
162,1410,1468,4/22/2013,2013,-76.53,43.95,NYSDEC,BMP,MainDuck,25113,20,1.8085,0,12946,10,3.617,234,111,1,0,36.17,4.85,LOEM,1366588800
171,1411,1469,4/30/2013,2013,-76.4077,44.0822,GLWQA,CSMI,78,20749,20,1.2295,0,13392,10,2.459,242,119,1,0,24.59,4.8,LOEM,1367280000
23,1412,1470,5/6/2013,2013,-78.192,43.382,NYSDEC,BMP,OOL,9626,20,0.5185,0,2103,10,1.037,136,55,1,0,10.37,9,LOEM,1367798400
1,1416,1474,5/7/2013,2013,-79.139,43.297,NYSDEC,BMP,NWL,5376,20,0.7785,0,5143,10,1.557,64,73,1,0,15.57,9.4,LOEM,1367884800
45,1417,1475,5/7/2013,2013,-78.12,43.58,NYSDEC,BMP,OOO,13174,20,9.4225,0,7480,10,18.845,140,84,1,0,188.45,4.2,LOEM,1367884800
172,1418,1476,5/7/2013,2013,-76.374,43.925,NYSDEC,BMP,GIL,15913,20,0.437,0,12675,9,0.971111111,242,108,1,0,8.74,5.9,LOEM,1367884800
195,1419,1477,5/7/2013,2013,-76.289,43.95,NYSDEC,BMP,CBL,11457,20,0.316,0,12786,6,1.053333333,247,109,1,0,6.32,8.3,LOEM,1367884800
362,1413,1471,5/7/2013,2013,-79.0052,43.2972,USEPA,GLNPO,ON22N,5389,20,0.5435,1,3565,10,1.087,73,64,1,0,10.87,11.1,LOEM,1367884800
363,1414,1472,5/7/2013,2013,-77.89707,43.42514,SUNY,LTCZSS,LO 100m,14030,20,5.8336,1,5419,10,11.6672,153,74,1,0,116.672,7.5,LOEM,1367884800
364,1415,1473,5/7/2013,2013,-77.89393,43.37652,SUNY,LTCZSS,LO 30m,13164,20,1.99395,1,3474,10,3.9879,154,63,1,0,39.879,9.6,LOEM,1367884800
139,1420,1478,5/8/2013,2013,-76.961,43.289,NYSDEC,BMP,SOL,17203,20,0.462,0,1525,9,1.026666667,208,51,1,0,9.24,7.3,LOEM,1367971200
196,1421,1479,5/8/2013,2013,-76.221,43.657,NYSDEC,BMP,SPL,17296,20,0.7645,0,8985,10,1.529,247,90,1,0,15.29,11.4,LOEM,1367971200
66,1428,1487,5/17/2013,2013,-77.66593,43.28632,SUNY,LTCZSS,Jones,11056,20,0.104,0,106,2,1.04,168,16,1,0,2.08,18.8,LOEM,1368748800
67,1461,1523,5/17/2013,2013,-77.66715,43.29457,SUNY,LTCZSS,R - 41,12004,20,0.283,0,184,6,0.943333333,168,21,1,0,5.66,6.7,LOEM,1368748800
68,1458,1520,5/17/2013,2013,-77.64636322,43.2810088,SUNY,LTCZSS,R - 39,11667,20,0.2355,0,93,5,0.942,169,15,1,0,4.71,7.1,LOEM,1368748800
69,1460,1522,5/17/2013,2013,-77.65607,43.28676,SUNY,LTCZSS,R - 40-vel,11670,20,0.3685,0,121,7,1.052857143,169,17,1,0,7.37,11.2,LOEM,1368748800
70,1462,1524,5/17/2013,2013,-77.66035516,43.30215087,SUNY,LTCZSS,R - 42,12994,20,0.588,0,298,10,1.176,169,27,1,0,11.76,5.9,LOEM,1368748800
71,1463,1525,5/17/2013,2013,-77.65451005,43.30998763,SUNY,LTCZSS,R - 43-SB,13587,20,0.652,0,444,10,1.304,169,33,1,0,13.04,6.3,LOEM,1368748800
72,1456,1518,5/17/2013,2013,-77.63144969,43.30047531,SUNY,LTCZSS,R - 37,13853,20,0.703,0,299,10,1.406,170,27,1,0,14.06,8.2,LOEM,1368748800
73,1457,1519,5/17/2013,2013,-77.64012302,43.2887606,SUNY,LTCZSS,R - 38,12338,20,0.619,0,136,10,1.238,170,18,1,0,12.38,6.7,LOEM,1368748800
74,1464,1526,5/17/2013,2013,-77.63968061,43.32884201,SUNY,LTCZSS,R - 44,14127,20,1.3795,0,919,10,2.759,170,47,1,0,27.59,5.9,LOEM,1368748800
75,1469,1531,5/17/2013,2013,-77.6399,43.2755,SUNY,LTCZSS,Round,10768,20,0.2665,0,69,5,1.066,170,13,1,0,5.33,13.9,LOEM,1368748800
76,1422,1480,5/17/2013,2013,-77.6264,43.2695,SUNY,LTCZSS,Beach,10525,20,0.2485,0,47,5,0.994,171,11,1,0,4.97,32.5,LOEM,1368748800
77,1455,1517,5/17/2013,2013,-77.61780313,43.32011174,SUNY,LTCZSS,R - 36-SB,14393,20,1.4285,0,720,10,2.857,171,42,1,0,28.57,7.8,LOEM,1368748800
78,1450,1511,5/17/2013,2013,-77.59592075,43.26294761,SUNY,LTCZSS,R - 30,11684,20,0.3385,0,39,7,0.967142857,172,10,1,0,6.77,43.8,LOEM,1368748800
79,1452,1514,5/17/2013,2013,-77.60528133,43.27819349,SUNY,LTCZSS,R - 33,12012,20,0.7535,0,96,10,1.507,172,15,1,0,15.07,10.9,LOEM,1368748800
80,1453,1515,5/17/2013,2013,-77.60416412,43.28684328,SUNY,LTCZSS,R - 34-SB,12999,20,0.912,0,154,10,1.824,172,19,1,0,18.24,13.9,LOEM,1368748800
81,1454,1516,5/17/2013,2013,-77.59293989,43.31224052,SUNY,LTCZSS,R - 35,14654,20,1.4815,0,585,10,2.963,172,38,1,0,29.63,5.6,LOEM,1368748800
82,1445,1506,5/17/2013,2013,-77.57710162,43.29311297,SUNY,LTCZSS,R - 26-SB,13858,20,1.209,0,261,10,2.418,173,25,1,0,24.18,5.9,LOEM,1368748800
83,1446,1507,5/17/2013,2013,-77.58209385,43.27654078,SUNY,LTCZSS,R - 27,12973,20,0.8545,0,97,10,1.709,173,15,1,0,17.09,7.5,LOEM,1368748800
84,1447,1508,5/17/2013,2013,-77.58485153,43.26830221,SUNY,LTCZSS,R - 28-vel,11975,20,0.603,0,60,10,1.206,173,12,1,0,12.06,7.5,LOEM,1368748800
85,1448,1509,5/17/2013,2013,-77.58920373,43.255634,SUNY,LTCZSS,R - 29,11021,20,0.2555,0,19,5,1.022,173,7,1,0,5.11,9.7,LOEM,1368748800
86,1451,1513,5/17/2013,2013,-77.59288522,43.27096824,SUNY,LTCZSS,R - 32,12340,20,0.6975,0,72,10,1.395,173,13,1,0,13.95,8.6,LOEM,1368748800
87,1424,1482,5/17/2013,2013,-77.5726,43.2414,SUNY,LTCZSS,Durand,10260,20,0.17,0,3,3,1.133333333,174,3,1,0,3.4,15.8,LOEM,1368748800
88,1442,1503,5/17/2013,2013,-77.57150092,43.24563528,SUNY,LTCZSS,R - 22,10744,20,0.2325,0,6,5,0.93,174,4,1,0,4.65,10.5,LOEM,1368748800
89,1444,1505,5/17/2013,2013,-77.56791504,43.28812477,SUNY,LTCZSS,R - 25,13572,20,1.1985,0,208,10,2.397,174,22,1,0,23.97,5.9,LOEM,1368748800
94,1436,1497,5/17/2013,2013,-77.55209584,43.27924943,SUNY,LTCZSS,R - 18,13287,20,1.2075,0,127,10,2.415,175,17,1,0,24.15,9.7,LOEM,1368748800
95,1437,1498,5/17/2013,2013,-77.55438528,43.26112316,SUNY,LTCZSS,R - 19,11982,20,0.89,0,42,10,1.78,175,10,1,0,17.8,10.1,LOEM,1368748800
96,1440,1501,5/17/2013,2013,-77.55543832,43.25039615,SUNY,LTCZSS,R - 20,11039,20,0.4855,0,16,10,0.971,175,6,1,0,9.71,16.5,LOEM,1368748800
97,1441,1502,5/17/2013,2013,-77.55746054,43.23956916,SUNY,LTCZSS,R - 21-Vel,10496,20,0.1885,0,1,4,0.9425,175,2,1,0,3.77,10.9,LOEM,1368748800
98,1430,1491,5/17/2013,2013,-77.52628592,43.29005799,SUNY,LTCZSS,R - 10-SB,14121,20,1.561,0,284,10,3.122,176,26,1,0,31.22,6.3,LOEM,1368748800
99,1433,1494,5/17/2013,2013,-77.53089793,43.23863578,SUNY,LTCZSS,R - 15,10038,20,0.21,0,5,4,1.05,176,3,1,0,4.2,10.1,LOEM,1368748800
100,1434,1495,5/17/2013,2013,-77.53599615,43.24814308,SUNY,LTCZSS,R - 16,10757,20,0.454,0,17,9,1.008888889,176,6,1,0,9.08,8.6,LOEM,1368748800
101,1435,1496,5/17/2013,2013,-77.53834279,43.25568862,SUNY,LTCZSS,R - 17-SB,11655,20,0.8025,0,35,10,1.605,176,9,1,0,16.05,7.5,LOEM,1368748800
102,1431,1492,5/17/2013,2013,-77.51860542,43.26826043,SUNY,LTCZSS,R - 11,13564,20,1.1385,0,88,10,2.277,177,14,1,0,22.77,7.8,LOEM,1368748800
103,1432,1493,5/17/2013,2013,-77.51180734,43.25632559,SUNY,LTCZSS,R - 12-vel,11636,20,0.6275,0,44,10,1.255,177,10,1,0,12.55,8.2,LOEM,1368748800
104,1468,1530,5/17/2013,2013,-77.50080827,43.29989429,SUNY,LTCZSS,R - 9,14638,20,2.0535,0,504,10,4.107,177,35,1,0,41.07,6.7,LOEM,1368748800
105,1471,1533,5/17/2013,2013,-77.517778,43.247778,USGS,USGS,USGS-4314520773104,11030,20,0.3085,0,23,6,1.028333333,177,7,1,0,6.17,10.5,LOEM,1368748800
106,1472,1534,5/17/2013,2013,-77.512778,43.250556,USGS,USGS,USGS-4315020773046,11636,20,0.3585,0,29,7,1.024285714,177,8,1,0,7.17,21.8,LOEM,1368748800
107,1470,1532,5/17/2013,2013,-77.5025,43.2498,SUNY,LTCZSS,Shipbuilders,11019,20,0.1565,0,37,3,1.043333333,178,9,1,0,3.13,12.4,LOEM,1368748800
108,1438,1499,5/17/2013,2013,-77.47059234,43.30551362,SUNY,LTCZSS,R - 1-SB,15172,20,2.695,0,657,10,5.39,179,40,1,0,53.9,14.7,LOEM,1368748800
109,1465,1527,5/17/2013,2013,-77.47548508,43.25809982,SUNY,LTCZSS,R - 6,12298,20,0.275,0,66,6,0.916666667,179,12,1,0,5.5,10.5,LOEM,1368748800
110,1466,1528,5/17/2013,2013,-77.48063998,43.26644526,SUNY,LTCZSS,R - 7,13265,20,0.6295,0,103,10,1.259,179,15,1,0,12.59,9.7,LOEM,1368748800
111,1467,1529,5/17/2013,2013,-77.48426253,43.27327764,SUNY,LTCZSS,R - 8-SB,14114,20,0.862,0,131,10,1.724,179,17,1,0,17.24,8.6,LOEM,1368748800
112,1429,1488,5/17/2013,2013,-77.451067,43.260569,SUNY,LTCZSS,Mill Creek,12961,20,0.1415,0,79,3,0.943333333,180,13,1,0,2.83,41.2,LOEM,1368748800
113,1439,1500,5/17/2013,2013,-77.45950994,43.28433714,SUNY,LTCZSS,R - 2,14374,20,1.164,0,288,10,2.328,180,26,1,0,23.28,10.1,LOEM,1368748800
114,1449,1510,5/17/2013,2013,-77.45273653,43.27175924,SUNY,LTCZSS,R - 3,13561,20,0.474,0,132,9,1.053333333,180,17,1,0,9.48,13.9,LOEM,1368748800
115,1459,1521,5/17/2013,2013,-77.44996736,43.26337885,SUNY,LTCZSS,R - 4,12961,20,0.0965,0,92,2,0.965,181,14,1,0,1.93,8.6,LOEM,1368748800
365,1423,1481,5/17/2013,2013,-77.56964,43.2666,SUNY,LTCZSS,buoy24,12310,20,0.832,1,61,10,1.664,174,12,1,0,16.64,9.7,LOEM,1368748800
366,1425,1483,5/17/2013,2013,-77.60572,43.25695,SUNY,LTCZSS,Genesee River,10517,20,0.1907,1,31,4,0.9535,172,7,1,0,3.814,25.3,LOEM,1368748800
367,1426,1484,5/17/2013,2013,-77.60572,43.25695,SUNY,LTCZSS,GeneseeL,10517,20,0.1907,1,18,4,0.9535,172,7,1,0,3.814,29.8,LOEM,1368748800
368,1427,1485,5/17/2013,2013,-77.53476,43.23477,SUNY,LTCZSS,IrondBayL,10042,20,0.17105,1,2,3,1.140333333,176,2,1,0,3.421,23.4,LOEM,1368748800
369,1443,1504,5/17/2013,2013,-77.57093548,43.25751066,SUNY,LTCZSS,R - 23,11331,20,0.51885,1,26,10,1.0377,174,8,1,0,10.377,19.6,LOEM,1368748800
2,1489,1551,5/20/2013,2013,-79.139,43.297,NYSDEC,BMP,NWL,5376,20,0.7785,0,5143,10,1.557,64,73,1,0,15.57,8,LOEM,1369008000
24,1490,1552,5/20/2013,2013,-78.192,43.382,NYSDEC,BMP,OOL,9626,20,0.5185,0,2103,10,1.037,136,55,1,0,10.37,7.3,LOEM,1369008000
56,1482,1544,5/20/2013,2013,-77.70513,43.30712,SUNY,LTCZSS,Braddock Bay,10763,20,0.072,0,316,1,1.44,166,28,1,0,1.44,128.4,LOEM,1369008000
61,1488,1550,5/20/2013,2013,-77.687,43.2916,SUNY,LTCZSS,Long Pond North,11060,20,0.065,0,166,1,1.3,167,20,1,0,1.3,81.9,LOEM,1369008000
140,1491,1553,5/20/2013,2013,-76.961,43.289,NYSDEC,BMP,SOL,17203,20,0.462,0,1525,9,1.026666667,208,51,1,0,9.24,6.3,LOEM,1369008000
197,1492,1554,5/20/2013,2013,-76.221,43.657,NYSDEC,BMP,SPL,17296,20,0.7645,0,8985,10,1.529,247,90,1,0,15.29,5.9,LOEM,1369008000
238,1474,1536,5/20/2013,2013,-78.0007,43.4806,GLWQA,CSMI,39,13485,20,7.5335,0,5996,10,15.067,147,77,1,2,150.67,8.738,LOEM,1369008000
370,1477,1539,5/20/2013,2013,-79.0052,43.2972,USEPA,GLNPO,ON22N,5389,20,0.5435,1,3565,10,1.087,73,64,1,0,10.87,12.1,LOEM,1369008000
371,1483,1545,5/20/2013,2013,-77.6838,43.29832,SUNY,LTCZSS,BraddockL,11068,20,0.1018,1,219,2,1.018,167,23,1,0,2.036,19,LOEM,1369008000
372,1484,1546,5/20/2013,2013,-77.60572,43.25695,SUNY,LTCZSS,Genesee River,10517,20,0.1907,1,31,4,0.9535,172,7,1,0,3.814,95.2,LOEM,1369008000
373,1485,1547,5/20/2013,2013,-77.60572,43.25695,SUNY,LTCZSS,GeneseeL,10517,20,0.1907,1,18,4,0.9535,172,7,1,0,3.814,53.9,LOEM,1369008000
374,1486,1548,5/20/2013,2013,-77.89707,43.42514,SUNY,LTCZSS,LO 100m,14030,20,5.8336,1,5419,10,11.6672,153,74,1,0,116.672,5.7,LOEM,1369008000
375,1487,1549,5/20/2013,2013,-77.89393,43.37652,SUNY,LTCZSS,LO 30m,13164,20,1.99395,1,3474,10,3.9879,154,63,1,0,39.879,3.4,LOEM,1369008000
788,1479,1541,5/20/2013,2013,-78.0109,43.59,GLWQA,CSMI,40,14033,20,9.2092,1,7717,10,18.4184,146,85,1,2,184.184,7.807,LOEM,1369008000
789,1481,1543,5/20/2013,2013,-77.989,43.383,USEPA,GLNPO,ON38N,11566,20,1.0516,1,3126,10,2.1032,148,61,2,2,21.032,7,LOEM,1369008000
908,538,560,5/20/2013,2013,-78,43.4867,LOLA2013,NA,NA,13485,20,8.0434,1,6196,10,16.0868,147,78,1,5,160.868,8.738,LOTP,1369008000
920,712,742,5/20/2013,2013,-78.0108,43.5903,LOLA2013,NA,NA,14033,20,9.2092,1,7717,10,18.4184,146,85,1,5,184.184,7.807,LOTP,1369008000
1029,1480,1542,5/20/2013,2013,-78.0109,43.59,GLWQA,CSMI,40,14033,20,9.2092,1,7717,10,18.4184,146,85,1,15,184.184,8.332,LOEM,1369008000
1071,37,41,5/20/2013,2013,-77.60572,43.25695,,NA,NA,10517,20,0.1907,2,31,4,0.9535,172,7,1,0.5,3.814,53.9,LOTP,1369008000
1172,714,744,5/20/2013,2013,-78.0108,43.5903,LOLA2013,NA,NA,14033,20,9.2092,2,7717,10,18.4184,146,85,2,25,184.184,8.332,LOTP,1369008000
1181,1476,1538,5/20/2013,2013,-78.0007,43.4806,GLWQA,CSMI,39,13485,20,7.5335,3,5996,10,15.067,147,77,2,20,150.67,7.195,LOEM,1369008000
1248,540,562,5/20/2013,2013,-78,43.4867,LOLA2013,NA,NA,13485,20,8.0434,3,6196,10,16.0868,147,78,2,30,160.868,7.195,LOTP,1369008000
1266,124,131,5/20/2013,2013,-77.6838,43.29832,,NA,NA,11068,20,0.1018,4,219,2,1.018,167,23,1,0.5,2.036,19,LOTP,1369008000
1278,323,338,5/20/2013,2013,-77.9894,43.3833,LOLA2013,NA,NA,11566,20,1.0516,4,3126,10,2.1032,148,61,3,5,21.032,7,LOTP,1369008000
