,X.1,X,date_time,Year,Longitude,Latitude,Agency,Program,station_id,node_fvcom,nLayers_fvcom,sigthick_fvcom,sigma,node_EFDC,nLayers_efdc,sigthick_efdc,I_Index,J_Index,K_Index,sample_depth,water_depth,TP_ugL.1,Model_source,JulianDate
1895,1058,1095,8/29/2013,2013,-76.51778,43.74944,ECCC,NA,NA,25474,20,3.1952,18,10742,10,6.3904,233,98,10,58,63.904,5.6,LOTP,1377734400
1978,1319,1368,8/29/2013,2013,-76.6725,44.01694,ECCC,NA,NA,28649,20,1.7677,19,13303,10,3.5354,228,117,10,34,35.354,3.7,LOTP,1377734400
2135,1286,1331,8/29/2013,2013,-76.23194,43.93444,ECCC,NA,NA,9121,20,1.02465,20,12682,10,2.0493,249,108,10,21,20.493,12.5,LOTP,1377734400
2141,1339,1390,8/29/2013,2013,-76.82472,44.13583,ECCC,NA,NA,29999,20,1.64885,20,13622,10,3.2977,221,127,10,33,32.977,6.3,LOTP,1377734400
2143,1340,1391,8/29/2013,2013,-76.82472,44.13583,ECCC,NA,NA,29999,20,1.64885,20,13622,10,3.2977,221,127,10,37.5,32.977,6.1,LOTP,1377734400
2153,1341,1392,8/29/2013,2013,-76.82472,44.13583,ECCC,NA,NA,29999,20,1.64885,20,13622,10,3.2977,221,127,10,45.5,32.977,7.5,LOTP,1377734400
2160,1150,1189,8/29/2013,2013,-77.15806,43.78611,ECCC,NA,NA,24116,20,2.3295,20,11931,10,4.659,197,104,10,51,46.59,5.1,LOTP,1377734400
2161,1809,1892,8/29/2013,2013,-77.158,43.789,USEPA,GLNPO,ON61N,24116,20,2.47675,20,11930,10,4.9535,196,104,10,51,49.535,5.1,LOEM,1377734400
2166,1059,1096,8/29/2013,2013,-76.51778,43.74944,ECCC,NA,NA,25474,20,3.1952,20,10742,10,6.3904,233,98,10,66,63.904,5,LOTP,1377734400
272,1810,1893,8/30/2013,2013,-77.69077,43.88519,ECCC,GLSP,PSN 46,17114,20,2.447,0,12252,10,4.894,160,106,1,1,48.94,6.9,LOEM,1377820800
600,957,994,8/30/2013,2013,-78.02583,43.71639,ECCC,NA,NA,14358,20,6.55965,1,9791,10,13.1193,145,94,1,1,131.193,5.4,LOTP,1377820800
622,1182,1222,8/30/2013,2013,-77.78361,43.82,ECCC,NA,NA,16194,20,3.6081,1,11495,10,7.2162,156,102,1,1,72.162,5.5,LOTP,1377820800
630,1200,1241,8/30/2013,2013,-78.0375,43.83972,ECCC,NA,NA,13253,20,3.34285,1,11483,10,6.6857,144,102,1,1,66.857,7.2,LOTP,1377820800
637,1236,1279,8/30/2013,2013,-77.68917,43.88556,ECCC,NA,NA,16635,20,2.5141,1,12253,10,5.0282,161,106,1,1,50.282,6.9,LOTP,1377820800
664,1302,1348,8/30/2013,2013,-77.5875,43.95083,,NA,NA,15761,20,0.87875,1,12976,10,1.7575,166,112,1,1,17.575,8.5,LOTP,1377820800
978,958,995,8/30/2013,2013,-78.02583,43.71639,ECCC,NA,NA,14358,20,6.55965,1,9791,10,13.1193,145,94,1,7,131.193,5.6,LOTP,1377820800
1134,959,996,8/30/2013,2013,-78.02583,43.71639,ECCC,NA,NA,14358,20,6.55965,2,9791,10,13.1193,145,94,2,16,131.193,8,LOTP,1377820800
1358,960,997,8/30/2013,2013,-78.02583,43.71639,ECCC,NA,NA,14358,20,6.55965,5,9791,10,13.1193,145,94,3,35,131.193,9.9,LOTP,1377820800
1927,961,998,8/30/2013,2013,-78.02583,43.71639,ECCC,NA,NA,14358,20,6.55965,18,9791,10,13.1193,145,94,10,119,131.193,1.2,LOTP,1377820800
2017,962,999,8/30/2013,2013,-78.02583,43.71639,ECCC,NA,NA,14358,20,6.55965,19,9791,10,13.1193,145,94,10,127,131.193,1,LOTP,1377820800
532,414,433,9/3/2013,2013,-79.65833,43.42472,ECCC,NA,NA,2420,20,0.9112,1,10115,10,1.8224,33,96,1,1,18.224,14.4,LOTP,1378166400
542,512,533,9/3/2013,2013,-79.53028,43.46611,ECCC,NA,NA,4215,20,3.16375,1,10127,10,6.3275,45,96,1,1,63.275,9.7,LOTP,1378166400
554,553,576,9/3/2013,2013,-79.3525,43.50222,ECCC,NA,NA,5488,20,5.3432,1,9704,10,10.6864,58,94,1,1,106.864,11.3,LOTP,1378166400
574,680,707,9/3/2013,2013,-79.39389,43.58611,ECCC,NA,NA,4917,20,3.0271,1,11192,10,6.0542,58,101,1,1,60.542,15.6,LOTP,1378166400
589,860,893,9/3/2013,2013,-79.4525,43.62306,ECCC,NA,NA,3096,20,0.7571,1,11982,10,1.5142,56,105,1,1,15.142,10.5,LOTP,1378166400
1336,861,895,9/3/2013,2013,-79.4525,43.62306,ECCC,NA,NA,3096,20,0.7571,5,11982,10,1.5142,56,105,3,4,15.142,9.8,LOTP,1378166400
1491,862,896,9/3/2013,2013,-79.4525,43.62306,ECCC,NA,NA,3096,20,0.7571,9,11982,10,1.5142,56,105,5,7,15.142,9.6,LOTP,1378166400
1596,863,897,9/3/2013,2013,-79.4525,43.62306,ECCC,NA,NA,3096,20,0.7571,11,11982,10,1.5142,56,105,6,9,15.142,6.8,LOTP,1378166400
1597,1811,1894,9/3/2013,2013,-79.4525,43.6238,GLWQA,CSMI,8,3096,20,0.7571,11,11982,10,1.5142,56,105,7,9,15.142,6.8,LOEM,1378166400
1801,864,898,9/3/2013,2013,-79.4525,43.62306,ECCC,NA,NA,3096,20,0.7571,17,11982,10,1.5142,56,105,9,13,15.142,5.9,LOTP,1378166400
573,679,706,9/4/2013,2013,-79.31111,43.58444,ECCC,NA,NA,5623,20,4.8063,1,10783,10,9.6126,64,99,1,1,96.126,12.9,LOTP,1378252800
586,855,886,9/4/2013,2013,-79.01694,43.60861,ECCC,NA,NA,7397,20,6.01595,1,9949,10,12.0319,84,95,1,1,120.319,6.4,LOTP,1378252800
594,910,946,9/4/2013,2013,-79.26583,43.66806,ECCC,NA,NA,5332,20,0.5346,1,11803,10,1.0692,69,104,1,1,10.692,16.7,LOTP,1378252800
597,933,970,9/4/2013,2013,-78.95556,43.70361,ECCC,NA,NA,7534,20,4.77,1,11224,10,9.54,90,101,1,1,95.4,10.4,LOTP,1378252800
608,1066,1103,9/4/2013,2013,-79.08222,43.75,ECCC,NA,NA,6422,20,1.9348,1,12175,10,3.8696,83,106,1,1,38.696,8.8,LOTP,1378252800
614,1121,1160,9/4/2013,2013,-78.85389,43.77472,ECCC,NA,NA,7604,20,3.14965,1,11639,10,6.2993,98,103,1,1,62.993,8.4,LOTP,1378252800
617,1144,1183,9/4/2013,2013,-78.43778,43.78306,ECCC,NA,NA,10028,20,3.711,1,11257,10,7.422,123,101,1,1,74.22,7.6,LOTP,1378252800
624,1188,1228,9/4/2013,2013,-78.66111,43.82889,ECCC,NA,NA,8403,20,1.98775,1,12023,10,3.9755,110,105,1,1,39.755,7.2,LOTP,1378252800
629,1193,1234,9/4/2013,2013,-78.86833,43.83028,,NA,NA,6991,20,0.95455,1,12366,10,1.9091,98,107,1,1,19.091,8.8,LOTP,1378252800
638,1237,1280,9/4/2013,2013,-78.45889,43.88611,ECCC,NA,NA,9228,20,1.07105,1,12391,10,2.1421,123,107,1,1,21.421,10.3,LOTP,1378252800
658,1282,1326,9/4/2013,2013,-78.30639,43.91972,ECCC,NA,NA,9685,20,1.1749,1,12399,10,2.3498,131,107,1,1,23.498,6.4,LOTP,1378252800
715,1813,1896,9/4/2013,2013,-78.8531,43.7751,GLWQA,CSMI,28,7604,20,3.14965,1,11639,10,6.2993,98,103,1,1,62.993,8.4,LOEM,1378252800
716,1814,1897,9/4/2013,2013,-78.871,43.819,USEPA,GLNPO,ON29N,6992,20,1.5099,1,12366,10,3.0198,98,106,1,1,30.198,8.8,LOEM,1378252800
717,1815,1898,9/4/2013,2013,-78.45999,43.88659,ECCC,GLSP,PSN 31,9228,20,1.07105,1,12390,10,2.1421,123,107,1,1,21.421,10.3,LOEM,1378252800
787,1238,1281,9/4/2013,2013,-78.45889,43.88611,ECCC,NA,NA,9228,20,1.07105,1,12391,10,2.1421,123,107,1,2,21.421,6.7,LOTP,1378252800
833,1816,1899,9/4/2013,2013,-78.45999,43.88659,ECCC,GLSP,PSN 31,9228,20,1.07105,1,12390,10,2.1421,123,107,2,2,21.421,6.7,LOEM,1378252800
1076,874,909,9/4/2013,2013,-79.37833,43.63167,ECCC,NA,NA,4338,20,0.40155,2,11799,8,1.003875,61,104,1,1,8.031,17.7,LOTP,1378252800
1080,905,941,9/4/2013,2013,-79.36167,43.63806,ECCC,NA,NA,4170,20,0.3949,2,11800,8,0.98725,62,104,2,1,7.898,21.7,LOTP,1378252800
1083,1296,1342,9/4/2013,2013,-78.05,43.94972,ECCC,NA,NA,10984,20,0.4132,2,12577,8,1.033,143,108,1,1,8.264,6,LOTP,1378252800
1086,1812,1895,9/4/2013,2013,-79.37843,43.63201,ECCC,GLSP,PSN 726,4338,20,0.40155,2,11799,8,1.003875,61,104,2,1,8.031,17.7,LOEM,1378252800
1107,1067,1104,9/4/2013,2013,-79.08222,43.75,ECCC,NA,NA,6422,20,1.9348,2,12175,10,3.8696,83,106,2,5,38.696,10.3,LOTP,1378252800
1342,1239,1282,9/4/2013,2013,-78.45889,43.88611,ECCC,NA,NA,9228,20,1.07105,5,12391,10,2.1421,123,107,3,6,21.421,6,LOTP,1378252800
1343,1817,1900,9/4/2013,2013,-78.45999,43.88659,ECCC,GLSP,PSN 31,9228,20,1.07105,5,12390,10,2.1421,123,107,4,6,21.421,6,LOEM,1378252800
1349,1068,1105,9/4/2013,2013,-79.08222,43.75,ECCC,NA,NA,6422,20,1.9348,5,12175,10,3.8696,83,106,3,11,38.696,7.8,LOTP,1378252800
1556,1240,1283,9/4/2013,2013,-78.45889,43.88611,ECCC,NA,NA,9228,20,1.07105,10,12391,10,2.1421,123,107,6,11,21.421,3.3,LOTP,1378252800
1557,1818,1901,9/4/2013,2013,-78.45999,43.88659,ECCC,GLSP,PSN 31,9228,20,1.07105,10,12390,10,2.1421,123,107,6,11,21.421,3.3,LOEM,1378252800
1641,1069,1106,9/4/2013,2013,-79.08222,43.75,ECCC,NA,NA,6422,20,1.9348,12,12175,10,3.8696,83,106,7,25,38.696,3.9,LOTP,1378252800
1750,1241,1284,9/4/2013,2013,-78.45889,43.88611,ECCC,NA,NA,9228,20,1.07105,15,12391,10,2.1421,123,107,8,17,21.421,3.2,LOTP,1378252800
1751,1819,1902,9/4/2013,2013,-78.45999,43.88659,ECCC,GLSP,PSN 31,9228,20,1.07105,15,12390,10,2.1421,123,107,9,17,21.421,3.2,LOEM,1378252800
1793,906,942,9/4/2013,2013,-79.36167,43.63806,ECCC,NA,NA,4170,20,0.3949,17,11800,8,0.98725,62,104,8,7,7.898,23.8,LOTP,1378252800
1886,1070,1107,9/4/2013,2013,-79.08222,43.75,ECCC,NA,NA,6422,20,1.9348,18,12175,10,3.8696,83,106,10,35,38.696,2.6,LOTP,1378252800
2146,1071,1108,9/4/2013,2013,-79.08222,43.75,ECCC,NA,NA,6422,20,1.9348,20,12175,10,3.8696,83,106,10,43,38.696,2.7,LOTP,1378252800
121,1820,1903,9/5/2013,2013,-77.31,43.47,NYSDEC,BMP,SPO,21150,20,10.094,0,6647,10,20.188,188,80,1,0,201.88,6.75,LOEM,1378339200
50,1828,1912,9/6/2013,2013,-78.12,43.41,NYSDEC,BMP,OON,10683,20,3.1165,0,4679,10,6.233,140,70,1,0,62.33,9.25,LOEM,1378425600
148,1829,1913,9/9/2013,2013,-76.961,43.289,NYSDEC,BMP,SOL,17203,20,0.462,0,1525,9,1.026666667,208,51,1,0,9.24,8.6,LOEM,1378684800
32,1845,1930,9/10/2013,2013,-78.192,43.382,NYSDEC,BMP,OOL,9626,20,0.5185,0,2103,10,1.037,136,55,1,0,10.37,10,LOEM,1378771200
265,1830,1914,9/10/2013,2013,-78.8328,43.6668,GLWQA,CSMI,27,8221,20,5.654,0,10179,10,11.308,97,96,1,2,113.08,5.91,LOEM,1378771200
834,1835,1919,9/10/2013,2013,-78.7586,43.4613,GLWQA,CSMI,34,7704,20,7.0596,1,6349,10,14.1192,97,79,1,2,141.192,6.702,LOEM,1378771200
835,1837,1921,9/10/2013,2013,-78.73,43.3599,GLWQA,CSMI,35,7121,20,1.5162,1,4108,10,3.0324,96,67,2,2,30.324,7.533,LOEM,1378771200
836,1838,1922,9/10/2013,2013,-78.871,43.819,USEPA,GLNPO,ON29N,6992,20,1.5099,1,12366,10,3.0198,98,106,1,2,30.198,5.486,LOEM,1378771200
837,1842,1926,9/10/2013,2013,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,1,8835,10,13.6241,97,91,1,2,136.241,6.511,LOEM,1378771200
838,1846,1931,9/10/2013,2013,-78.8531,43.7751,GLWQA,CSMI,28,7604,20,3.14965,1,11639,10,6.2993,98,103,1,2,62.993,5.384,LOEM,1378771200
906,497,516,9/10/2013,2013,-78.76,43.46,LOLA2013,NA,NA,7704,20,7.0596,1,6349,10,14.1192,97,79,1,5,141.192,6.702,LOTP,1378771200
929,773,803,9/10/2013,2013,-78.8008,43.5964,LOLA2013,NA,NA,8348,20,6.93235,1,8835,10,13.8647,97,90,1,5,138.647,6.511,LOTP,1378771200
938,918,954,9/10/2013,2013,-78.83,43.69,LOLA2013,NA,NA,8091,20,5.32185,1,10395,10,10.6437,98,97,1,5,106.437,5.91,LOTP,1378771200
953,1126,1165,9/10/2013,2013,-78.8533,43.775,ECCC,NA,NA,7604,20,3.14965,1,11639,10,6.2993,98,103,1,5,62.993,5.384,LOTP,1378771200
1164,1836,1920,9/10/2013,2013,-78.7586,43.4613,GLWQA,CSMI,34,7704,20,7.0596,2,6349,10,14.1192,97,79,2,20,141.192,6.004,LOEM,1378771200
1180,1832,1916,9/10/2013,2013,-78.8328,43.6668,GLWQA,CSMI,27,8221,20,5.654,3,10179,10,11.308,97,96,2,15,113.08,5.368,LOEM,1378771200
1194,292,305,9/10/2013,2013,-78.73,43.36,ECCC,NA,NA,7121,20,1.5162,3,4108,10,3.0324,96,67,2,5,30.324,7.533,LOTP,1378771200
1196,1168,1208,9/10/2013,2013,-78.87,43.8183,LOLA2013,NA,NA,7139,20,1.5099,3,12190,10,3.0198,98,106,2,5,30.198,5.486,LOTP,1378771200
1212,1847,1932,9/10/2013,2013,-78.8531,43.7751,GLWQA,CSMI,28,7604,20,3.14965,3,11639,10,6.2993,98,103,3,12,62.993,5.624,LOEM,1378771200
1222,920,956,9/10/2013,2013,-78.83,43.69,LOLA2013,NA,NA,8091,20,5.32185,3,10395,10,10.6437,98,97,2,20,106.437,5.368,LOTP,1378771200
1231,1844,1928,9/10/2013,2013,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,3,8835,10,13.6241,97,91,2,22,136.241,4.278,LOEM,1378771200
1235,499,518,9/10/2013,2013,-78.76,43.46,LOLA2013,NA,NA,7704,20,7.0596,3,6349,10,14.1192,97,79,2,25,141.192,6.004,LOTP,1378771200
1242,775,805,9/10/2013,2013,-78.8008,43.5964,LOLA2013,NA,NA,8348,20,6.93235,3,8835,10,13.8647,97,90,2,26,138.647,4.278,LOTP,1378771200
1353,1128,1167,9/10/2013,2013,-78.8533,43.775,ECCC,NA,NA,7604,20,3.14965,5,11639,10,6.2993,98,103,3,16,62.993,5.624,LOTP,1378771200
1501,293,306,9/10/2013,2013,-78.73,43.36,ECCC,NA,NA,7121,20,1.5162,9,4108,10,3.0324,96,67,5,15,30.324,6.298,LOTP,1378771200
1502,1169,1209,9/10/2013,2013,-78.87,43.8183,LOLA2013,NA,NA,7139,20,1.5099,9,12190,10,3.0198,98,106,5,15,30.198,3.726,LOTP,1378771200
1504,1839,1923,9/10/2013,2013,-78.871,43.819,USEPA,GLNPO,ON29N,6992,20,1.5099,9,12366,10,3.0198,98,106,5,15,30.198,3.726,LOEM,1378771200
1627,1831,1915,9/10/2013,2013,-78.8328,43.6668,GLWQA,CSMI,27,8221,20,5.654,11,10179,10,11.308,97,96,6,65,113.08,1.939,LOEM,1378771200
1647,919,955,9/10/2013,2013,-78.83,43.69,LOLA2013,NA,NA,8091,20,5.32185,12,10395,10,10.6437,98,97,7,65,106.437,1.939,LOTP,1378771200
1650,774,804,9/10/2013,2013,-78.8008,43.5964,LOLA2013,NA,NA,8348,20,6.93235,12,8835,10,13.8647,97,90,7,86,138.647,3.032,LOTP,1378771200
1651,1843,1927,9/10/2013,2013,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,12,8835,10,13.6241,97,91,7,86,136.241,3.032,LOEM,1378771200
1680,1127,1166,9/10/2013,2013,-78.8533,43.775,ECCC,NA,NA,7604,20,3.14965,13,11639,10,6.2993,98,103,7,41,62.993,2.76,LOTP,1378771200
1731,498,517,9/10/2013,2013,-78.76,43.46,LOLA2013,NA,NA,7704,20,7.0596,14,6349,10,14.1192,97,79,8,100,141.192,4.572,LOTP,1378771200
1735,1834,1918,9/10/2013,2013,-78.7586,43.4613,GLWQA,CSMI,34,7704,20,7.0596,14,6349,10,14.1192,97,79,8,100,141.192,4.624,LOEM,1378771200
1753,294,307,9/10/2013,2013,-78.73,43.36,ECCC,NA,NA,7121,20,1.5162,15,4108,10,3.0324,96,67,8,24,30.324,4.692,LOTP,1378771200
1876,1170,1210,9/10/2013,2013,-78.87,43.8183,LOLA2013,NA,NA,7139,20,1.5099,18,12190,10,3.0198,98,106,10,28.5,30.198,3.798,LOTP,1378771200
1877,1840,1924,9/10/2013,2013,-78.871,43.819,USEPA,GLNPO,ON29N,6992,20,1.5099,18,12366,10,3.0198,98,106,10,28.5,30.198,3.798,LOEM,1378771200
1947,500,519,9/10/2013,2013,-78.76,43.46,LOLA2013,NA,NA,7704,20,7.0596,18,6349,10,14.1192,97,79,10,134,141.192,5.598,LOTP,1378771200
1987,1129,1168,9/10/2013,2013,-78.8533,43.775,ECCC,NA,NA,7604,20,3.14965,19,11639,10,6.2993,98,103,10,60,62.993,2.778,LOTP,1378771200
2038,776,806,9/10/2013,2013,-78.8008,43.5964,LOLA2013,NA,NA,8348,20,6.93235,19,8835,10,13.8647,97,90,10,135,138.647,4.243,LOTP,1378771200
2041,1841,1925,9/10/2013,2013,-78.802,43.6,USEPA,GLNPO,ON33M,8348,20,6.81205,19,8835,10,13.6241,97,91,10,135,136.241,4.245,LOEM,1378771200
2089,1833,1917,9/10/2013,2013,-78.8328,43.6668,GLWQA,CSMI,27,8221,20,5.654,20,10179,10,11.308,97,96,10,111,113.08,3.784,LOEM,1378771200
2178,921,957,9/10/2013,2013,-78.83,43.69,LOLA2013,NA,NA,8091,20,5.32185,20,10395,10,10.6437,98,97,10,111,106.437,3.784,LOTP,1378771200
10,1860,1945,9/11/2013,2013,-79.139,43.297,NYSDEC,BMP,NWL,5376,20,0.7785,0,5143,10,1.557,64,73,1,0,15.57,22.3,LOEM,1378857600
51,1861,1946,9/11/2013,2013,-78.12,43.58,NYSDEC,BMP,OOO,13174,20,9.4225,0,7480,10,18.845,140,84,1,0,188.45,6.6,LOEM,1378857600
182,1863,1948,9/11/2013,2013,-76.374,43.925,NYSDEC,BMP,GIL,15913,20,0.437,0,12675,9,0.971111111,242,108,1,0,8.74,9.3,LOEM,1378857600
211,1862,1947,9/11/2013,2013,-76.221,43.657,NYSDEC,BMP,SPL,17296,20,0.7645,0,8985,10,1.529,247,90,1,0,15.29,7.3,LOEM,1378857600
212,1864,1949,9/11/2013,2013,-76.289,43.95,NYSDEC,BMP,CBL,11457,20,0.316,0,12786,6,1.053333333,247,109,1,0,6.32,9.6,LOEM,1378857600
240,1848,1933,9/11/2013,2013,-78.0007,43.4806,GLWQA,CSMI,39,13485,20,7.5335,0,5996,10,15.067,147,77,1,2,150.67,5.87,LOEM,1378857600
409,1849,1934,9/11/2013,2013,-79.0052,43.2972,USEPA,GLNPO,ON22N,5389,20,0.5435,1,3565,10,1.087,73,64,1,0,10.87,9,LOEM,1378857600
839,1854,1939,9/11/2013,2013,-78.0109,43.59,GLWQA,CSMI,40,14033,20,9.2092,1,7717,10,18.4184,146,85,1,2,184.184,4.98,LOEM,1378857600
840,1856,1941,9/11/2013,2013,-77.989,43.383,USEPA,GLNPO,ON38N,11566,20,1.0516,1,3126,10,2.1032,148,61,0,2,21.032,8.574,LOEM,1378857600
841,1858,1943,9/11/2013,2013,-78.026833,43.716633,USEPA,GLNPO,ON41,14358,20,6.55965,1,9791,10,13.1193,145,94,1,2,131.193,6.188,LOEM,1378857600
842,1865,1950,9/11/2013,2013,-78.0364,43.8413,GLWQA,CSMI,42,13253,20,3.34285,1,11483,10,6.6857,144,102,1,2,66.857,4.712,LOEM,1378857600
910,545,567,9/11/2013,2013,-78,43.4867,LOLA2013,NA,NA,13485,20,8.0434,1,6196,10,16.0868,147,78,1,5,160.868,5.87,LOTP,1378857600
922,719,749,9/11/2013,2013,-78.0108,43.5903,LOLA2013,NA,NA,14033,20,9.2092,1,7717,10,18.4184,146,85,1,5,184.184,4.98,LOTP,1378857600
942,942,979,9/11/2013,2013,-78.0264,43.715,LOLA2013,NA,NA,14358,20,6.55965,1,9791,10,13.1193,145,94,1,5,131.193,6.188,LOTP,1378857600
956,1213,1255,9/11/2013,2013,-78.0381,43.8408,LOLA2013,NA,NA,13253,20,3.34285,1,11483,10,6.6857,144,102,1,5,66.857,4.712,LOTP,1378857600
1169,1855,1940,9/11/2013,2013,-78.0109,43.59,GLWQA,CSMI,40,14033,20,9.2092,2,7717,10,18.4184,146,85,2,24,184.184,3.019,LOEM,1378857600
1209,1867,1952,9/11/2013,2013,-78.0364,43.8413,GLWQA,CSMI,42,13253,20,3.34285,3,11483,10,6.6857,144,102,2,11,66.857,4.686,LOEM,1378857600
1213,1215,1257,9/11/2013,2013,-78.0381,43.8408,LOLA2013,NA,NA,13253,20,3.34285,3,11483,10,6.6857,144,102,2,13,66.857,4.686,LOTP,1378857600
1226,1859,1944,9/11/2013,2013,-78.026833,43.716633,USEPA,GLNPO,ON41,14358,20,6.55965,3,9791,10,13.1193,145,94,2,20,131.193,3.784,LOEM,1378857600
1239,944,981,9/11/2013,2013,-78.0264,43.715,LOLA2013,NA,NA,14358,20,6.55965,3,9791,10,13.1193,145,94,2,25,131.193,3.784,LOTP,1378857600
1245,721,751,9/11/2013,2013,-78.0108,43.5903,LOLA2013,NA,NA,14033,20,9.2092,3,7717,10,18.4184,146,85,2,29,184.184,3.019,LOTP,1378857600
1249,547,569,9/11/2013,2013,-78,43.4867,LOLA2013,NA,NA,13485,20,8.0434,3,6196,10,16.0868,147,78,2,30,160.868,4.302,LOTP,1378857600
1258,1851,1936,9/11/2013,2013,-78.0007,43.4806,GLWQA,CSMI,39,13485,20,7.5335,3,5996,10,15.067,147,77,2,25,150.67,4.302,LOEM,1378857600
1280,327,342,9/11/2013,2013,-77.9894,43.3833,LOLA2013,NA,NA,11566,20,1.0516,4,3126,10,2.1032,148,61,3,5,21.032,8.574,LOTP,1378857600
1574,943,980,9/11/2013,2013,-78.0264,43.715,LOLA2013,NA,NA,14358,20,6.55965,10,9791,10,13.1193,145,94,6,70,131.193,3.752,LOTP,1378857600
1609,1214,1256,9/11/2013,2013,-78.0381,43.8408,LOLA2013,NA,NA,13253,20,3.34285,11,11483,10,6.6857,144,102,6,40,66.857,3.189,LOTP,1378857600
1610,1866,1951,9/11/2013,2013,-78.0364,43.8413,GLWQA,CSMI,42,13253,20,3.34285,11,11483,10,6.6857,144,102,7,40,66.857,3.189,LOEM,1378857600
1623,546,568,9/11/2013,2013,-78,43.4867,LOLA2013,NA,NA,13485,20,8.0434,11,6196,10,16.0868,147,78,6,90,160.868,4.039,LOTP,1378857600
1624,720,750,9/11/2013,2013,-78.0108,43.5903,LOLA2013,NA,NA,14033,20,9.2092,11,7717,10,18.4184,146,85,6,104,184.184,3.358,LOTP,1378857600
1625,1853,1938,9/11/2013,2013,-78.0109,43.59,GLWQA,CSMI,40,14033,20,9.2092,11,7717,10,18.4184,146,85,6,104,184.184,3.4,LOEM,1378857600
1630,1850,1935,9/11/2013,2013,-78.0007,43.4806,GLWQA,CSMI,39,13485,20,7.5335,12,5996,10,15.067,147,77,6,90,150.67,4.039,LOEM,1378857600
1745,328,343,9/11/2013,2013,-77.9894,43.3833,LOLA2013,NA,NA,11566,20,1.0516,15,3126,10,2.1032,148,61,8,16,21.032,7.644,LOTP,1378857600
1904,1216,1258,9/11/2013,2013,-78.0381,43.8408,LOLA2013,NA,NA,13253,20,3.34285,18,11483,10,6.6857,144,102,10,63.2,66.857,2.944,LOTP,1378857600
1952,548,570,9/11/2013,2013,-78,43.4867,LOLA2013,NA,NA,13485,20,8.0434,18,6196,10,16.0868,147,78,10,146,160.868,5.528,LOTP,1378857600
2016,945,982,9/11/2013,2013,-78.0264,43.715,LOLA2013,NA,NA,14358,20,6.55965,19,9791,10,13.1193,145,94,10,127,131.193,5.3,LOTP,1378857600
2019,1857,1942,9/11/2013,2013,-78.026833,43.716633,USEPA,GLNPO,ON41,14358,20,6.55965,19,9791,10,13.1193,145,94,10,127,131.193,4.728,LOEM,1378857600
2068,722,752,9/11/2013,2013,-78.0108,43.5903,LOLA2013,NA,NA,14033,20,9.2092,19,7717,10,18.4184,146,85,10,180,184.184,5.276,LOTP,1378857600
2088,1852,1937,9/11/2013,2013,-78.0007,43.4806,GLWQA,CSMI,39,13485,20,7.5335,19,5996,10,15.067,147,77,10,146,150.67,5.528,LOEM,1378857600
843,1869,1954,9/12/2013,2013,-76.9276,43.5266,GLWQA,CSMI,64,24355,20,10.7817,1,7782,10,21.5634,211,85,1,2,215.634,5.159,LOEM,1378944000
844,1873,1958,9/12/2013,2013,-76.8832,43.4236,GLWQA,CSMI,65,22663,20,7.1215,1,6061,10,14.243,212,77,1,2,142.43,6.082,LOEM,1378944000
845,1876,1961,9/12/2013,2013,-77.438,43.772,USEPA,GLNPO,ON49,21746,20,2.67605,1,11516,10,5.3521,177,102,2,2,53.521,5.989,LOEM,1378944000
846,1881,1966,9/12/2013,2013,-77.158,43.789,USEPA,GLNPO,ON61N,24116,20,2.47675,1,11930,10,4.9535,196,104,3,2,49.535,4.462,LOEM,1378944000
847,1884,1969,9/12/2013,2013,-76.9698,43.6355,GLWQA,CSMI,715,24984,20,7.4927,1,9634,10,14.9854,209,93,1,2,149.854,5.384,LOEM,1378944000
848,1886,1971,9/12/2013,2013,-77.0155,43.731183,USEPA,GLNPO,ON63,25427,20,4.4784,1,11134,10,8.9568,207,100,2,2,89.568,4.913,LOEM,1378944000
900,403,422,9/12/2013,2013,-76.8833,43.4233,LOLA2013,NA,NA,22663,20,7.1215,1,6061,10,14.243,212,77,1,5,142.43,6.082,LOTP,1378944000
916,618,643,9/12/2013,2013,-76.9275,43.525,LOLA2013,NA,NA,24355,20,10.7817,1,7782,10,21.5634,211,85,1,5,215.634,5.159,LOTP,1378944000
936,888,924,9/12/2013,2013,-76.9694,43.6356,LOLA2013,NA,NA,24984,20,7.4927,1,9634,10,14.9854,209,93,1,5,149.854,5.384,LOTP,1378944000
948,1007,1044,9/12/2013,2013,-77.0158,43.7311,LOLA2013,NA,NA,25427,20,4.4784,1,11134,10,8.9568,207,100,1,5,89.568,4.913,LOTP,1378944000
951,1088,1125,9/12/2013,2013,-77.4383,43.7706,LOLA2013,NA,NA,21746,20,2.55835,1,11311,10,5.1167,177,101,1,5,51.167,5.989,LOTP,1378944000
1106,1875,1960,9/12/2013,2013,-76.8392,43.3326,GLWQA,CSMI,66,19722,20,0.87445,2,4930,10,1.7489,214,71,0,2,17.489,7.12,LOEM,1378944000
1244,1885,1970,9/12/2013,2013,-76.9698,43.6355,GLWQA,CSMI,715,24984,20,7.4927,3,9634,10,14.9854,209,93,2,27,149.854,4.11,LOEM,1378944000
