OBJECTID,I_Value,J_Value,TP_ltJuly1
6682,148,81,3.752404451
6683,148,82,3.715607882
6684,148,83,3.658501148
6685,148,84,3.541825056
6686,148,85,3.524450302
6687,148,86,3.481861591
6688,148,87,3.435002565
6689,148,88,3.368983507
6690,148,89,3.089420795
6691,148,90,2.900816679
6692,148,91,2.517938852
6693,148,92,2.352831602
6694,148,93,1.941373825
6695,148,94,1.909595251
6696,148,95,2.020159006
6697,148,96,2.305105925
6698,148,97,2.493978262
6699,148,98,2.84545064
6700,148,99,3.18103838
6701,148,100,3.305256367
6702,148,101,3.478832245
6703,148,102,3.626402378
6704,148,103,3.70553422
6705,148,104,3.91121912
6706,148,105,4.167446613
6707,148,106,4.356807232
6708,148,107,4.527466297
6709,148,108,4.610396385
6710,149,50,1.236251831
6711,149,51,1.236251831
6712,149,52,1.236251831
6713,149,53,1.136091828
6714,149,54,1.136091828
6715,149,55,1.136091828
6716,149,56,1.136091828
6717,149,57,1.136091828
6718,149,58,1.136091828
6719,149,59,1.136091828
6720,149,60,1.140622377
6721,149,61,1.140622377
6722,149,62,1.140622377
6723,149,63,1.140622377
6724,149,64,1.140622377
6725,149,65,1.140622377
6726,149,66,1.140622377
6727,149,67,1.24398613
6728,149,68,1.24398613
6729,149,69,1.24398613
6730,149,70,1.487401009
6731,149,71,1.487401009
6732,149,72,1.848391891
6733,149,73,2.308154106
6734,149,74,2.76475358
6735,149,75,3.413030148
6736,149,76,3.598788738
6737,149,77,3.689576626
6738,149,78,3.787358522
6739,149,79,3.783102274
6740,149,80,3.774733305
6741,149,81,3.738352537
6742,149,82,3.707967043
6743,149,83,3.672724724
6744,149,84,3.548246384
6745,149,85,3.524360657
6746,149,86,3.468338013
6747,149,87,3.420396805
6748,149,88,3.257629871
6749,149,89,3.118266582
6750,149,90,2.746708632
6751,149,91,2.590517998
6752,149,92,2.396088123
6753,149,93,2.324136019
6754,149,94,2.300637722
6755,149,95,2.18940568
6756,149,96,2.415642262
6757,149,97,2.573953629
6758,149,98,2.877178192
6759,149,99,3.146545649
6760,149,100,3.259531736
6761,149,101,3.454941273
6762,149,102,3.609638691
6763,149,103,3.754044294
6764,149,104,3.844337702
6765,149,105,3.968818426
6766,149,106,4.146561623
6767,149,107,4.283323288
6768,149,108,4.482674122
6769,149,109,4.503268719
6770,150,51,1.393802404
6771,150,52,1.393802404
6772,150,53,1.309112191
6773,150,54,1.309112191
6774,150,55,1.309112191
6775,150,56,1.309112191
6776,150,57,1.309112191
6777,150,58,1.309112191
6778,150,59,1.316429138
6779,150,60,1.316429138
6780,150,61,1.316429138
6781,150,62,1.316429138
6782,150,63,1.316429138
6783,150,64,1.316429138
6784,150,65,1.316429138
6785,150,66,1.316429138
6786,150,67,1.412057638
6787,150,68,1.412057638
6788,150,69,1.412057638
6789,150,70,1.628060222
6790,150,71,1.628060222
6791,150,72,1.935005188
6792,150,73,2.291288137
6793,150,74,2.682176828
6794,150,75,3.299323797
6795,150,76,3.47776866
6796,150,77,3.586151361
6797,150,78,3.697494984
6798,150,79,3.711543322
6799,150,80,3.747678041
6800,150,81,3.721796036
6801,150,82,3.699072361
6802,150,83,3.642655611
6803,150,84,3.544412136
6804,150,85,3.521239519
6805,150,86,3.456023216
6806,150,87,3.407737017
6807,150,88,3.260861874
6808,150,89,3.16177702
6809,150,90,2.879575014
6810,150,91,2.690589666
6811,150,92,2.544083595
6812,150,93,2.48169899
6813,150,94,2.453499794
6814,150,95,2.485890865
6815,150,96,2.642040491
6816,150,97,2.782362223
6817,150,98,2.909646511
6818,150,99,3.146842241
6819,150,100,3.34604311
6820,150,101,3.416728258
6821,150,102,3.543622017
6822,150,103,3.612040043
6823,150,104,3.687526703
6824,150,105,3.901286125
6825,150,106,4.056241989
6826,150,107,4.178192139
6827,150,108,4.255241871
6828,150,109,4.287587166
6829,150,110,4.28937912
6830,151,48,1.806938291
6831,151,49,1.806938291
6832,151,50,1.806938291
6833,151,51,1.806938291
6834,151,52,1.764621377
6835,151,53,1.529393077
6836,151,54,1.529393077
6837,151,55,1.529393077
6838,151,56,1.529393077
6839,151,57,1.529393077
6840,151,58,1.529393077
6841,151,59,1.545031309
6842,151,60,1.545031309
6843,151,61,1.545031309
6844,151,62,1.545031309
6845,151,63,1.545031309
6846,151,64,1.545031309
6847,151,65,1.545031309
6848,151,66,1.620489001
6849,151,67,1.620489001
6850,151,68,1.620489001
6851,151,69,1.620489001
6852,151,70,1.805644751
6853,151,71,1.805644751
6854,151,72,2.059877634
6855,151,73,2.352922678
6856,151,74,2.648435593
6857,151,75,3.203890324
6858,151,76,3.380333424
6859,151,77,3.497297287
6860,151,78,3.611042976
6861,151,79,3.668333769
6862,151,80,3.684943676
6863,151,81,3.702619791
6864,151,82,3.686741114
6865,151,83,3.642435551
6866,151,84,3.535703659
6867,151,85,3.473835468
6868,151,86,3.435805559
6869,151,87,3.397718668
6870,151,88,3.265109777
6871,151,89,3.179993868
6872,151,90,2.929108858
6873,151,91,2.842175245
6874,151,92,2.775161505
6875,151,93,2.616035938
6876,151,94,2.58617425
6877,151,95,2.674271107
6878,151,96,2.73718977
6879,151,97,2.89932251
6880,151,98,2.989515781
6881,151,99,3.170056105
6882,151,100,3.339392185
6883,151,101,3.369446516
6884,151,102,3.427835703
6885,151,103,3.570950985
6886,151,104,3.70877099
6887,151,105,3.774883986
6888,151,106,3.895883799
6889,151,107,3.99336195
6890,151,108,4.060343742
6891,151,109,4.0956707
6892,151,110,4.102511406
6893,151,111,4.191291809
6894,152,48,2.058229208
6895,152,49,2.058229208
6896,152,50,2.058229208
6897,152,51,2.058229208
6898,152,52,2.029390574
6899,152,53,2.029390574
6900,152,54,2.029390574
6901,152,55,2.029390574
6902,152,56,2.029390574
6903,152,57,2.029390574
6904,152,58,2.029390574
6905,152,59,2.020140171
6906,152,60,2.020140171
6907,152,61,2.020140171
6908,152,62,2.020140171
6909,152,63,2.020140171
6910,152,64,2.020140171
6911,152,65,2.020140171
6912,152,66,1.835251093
6913,152,67,1.835251093
6914,152,68,1.835251093
6915,152,69,1.990330696
6916,152,70,1.990330696
6917,152,71,1.990330696
6918,152,72,2.197426081
6919,152,73,2.434634209
6920,152,74,2.676291704
6921,152,75,3.090229273
6922,152,76,3.241888046
6923,152,77,3.498908281
6924,152,78,3.549925327
6925,152,79,3.580537796
6926,152,80,3.65699029
6927,152,81,3.659538746
6928,152,82,3.65538764
6929,152,83,3.638212442
6930,152,84,3.523946047
6931,152,85,3.464215517
6932,152,86,3.4274652
6933,152,87,3.334281206
6934,152,88,3.276806593
6935,152,89,3.196949959
6936,152,90,2.97017622
6937,152,91,2.89875865
6938,152,92,2.864019871
6939,152,93,2.803250074
6940,152,94,2.824850321
6941,152,95,2.861264229
6942,152,96,2.823357344
6943,152,97,2.955868006
6944,152,98,3.031797647
6945,152,99,3.188515902
6946,152,100,3.156481504
6947,152,101,3.229698658
6948,152,102,3.365502596
6949,152,103,3.489961147
6950,152,104,3.604979992
6951,152,105,3.708827257
6952,152,106,3.755200624
6953,152,107,3.910938263
6954,152,108,3.972747803
6955,152,109,4.007801056
6956,152,110,4.016007423
6957,152,111,4.018720627
6958,152,112,4.016596794
6959,153,48,2.273819447
6960,153,49,2.273819447
6961,153,50,2.273819447
6962,153,51,2.273819447
6963,153,52,2.256081343
6964,153,53,2.256081343
6965,153,54,2.256081343
6966,153,55,2.256081343
6967,153,56,2.256081343
6968,153,57,2.256081343
6969,153,58,2.256081343
6970,153,59,2.261927605
6971,153,60,2.261927605
6972,153,61,2.261927605
6973,153,62,2.261927605
6974,153,63,2.261927605
6975,153,64,2.261927605
6976,153,65,2.261927605
6977,153,66,2.363575935
6978,153,67,2.363575935
6979,153,68,2.363575935
6980,153,69,2.32260251
6981,153,70,2.32260251
6982,153,71,2.32260251
6983,153,72,2.332457066
6984,153,73,2.523167133
6985,153,74,2.904354334
6986,153,75,3.06712532
6987,153,76,3.201927662
6988,153,77,3.388447046
6989,153,78,3.446876764
6990,153,79,3.531703711
6991,153,80,3.565423012
6992,153,81,3.637804747
6993,153,82,3.633202791
6994,153,83,3.514374495
6995,153,84,3.495283842
6996,153,85,3.454439402
6997,153,86,3.419900656
6998,153,87,3.334578514
6999,153,88,3.283514977
7000,153,89,3.039859533
7001,153,90,2.983126879
7002,153,91,2.892627239
7003,153,92,2.939098597
7004,153,93,2.918192387
7005,153,94,2.911235809
7006,153,95,2.938052177
7007,153,96,2.969429016
7008,153,97,3.059012175
7009,153,98,3.0302248
7010,153,99,3.079186201
7011,153,100,3.145345926
7012,153,101,3.275735378
7013,153,102,3.33672595
7014,153,103,3.451056957
7015,153,104,3.555596828
7016,153,105,3.648931742
7017,153,106,3.690447807
7018,153,107,3.761040449
7019,153,108,3.81302166
7020,153,109,3.845743418
7021,153,110,3.85526228
7022,153,111,3.860637903
7023,153,112,3.862272501
7024,154,48,2.475098848
7025,154,49,2.475098848
7026,154,50,2.475098848
7027,154,51,2.475098848
7028,154,52,2.464613199
7029,154,53,2.464613199
7030,154,54,2.464613199
7031,154,55,2.464613199
7032,154,56,2.464613199
7033,154,57,2.464613199
7034,154,58,2.462757111
7035,154,59,2.462757111
7036,154,60,2.462757111
7037,154,61,2.462757111
7038,154,62,2.462757111
7039,154,63,2.462757111
7040,154,64,2.462757111
7041,154,65,2.5214715
7042,154,66,2.5214715
7043,154,67,2.5214715
7044,154,68,2.5214715
7045,154,69,2.654441357
7046,154,70,2.654441357
7047,154,71,2.654441357
7048,154,72,2.661300659
7049,154,73,2.692676783
7050,154,74,2.921895742
7051,154,75,3.059572458
7052,154,76,3.177351713
7053,154,77,3.349472523
7054,154,78,3.407024384
7055,154,79,3.449075222
7056,154,80,3.53003931
7057,154,81,3.59467864
7058,154,82,3.592167139
7059,154,83,3.496027708
7060,154,84,3.479999065
7061,154,85,3.435009241
7062,154,86,3.406306028
7063,154,87,3.335576534
7064,154,88,3.290252924
7065,154,89,3.05653429
7066,154,90,3.008764744
7067,154,91,2.918726444
7068,154,92,2.880006313
7069,154,93,3.056244373
7070,154,94,2.985458136
7071,154,95,3.005228281
7072,154,96,3.030398846
7073,154,97,2.949372768
7074,154,98,2.992586851
7075,154,99,3.017247677
7076,154,100,3.127857447
7077,154,101,3.23335433
7078,154,102,3.283333778
7079,154,103,3.377072334
7080,154,104,3.46188426
7081,154,105,3.536631823
7082,154,106,3.569739103
7083,154,107,3.626415253
7084,154,108,3.669468164
7085,154,109,3.770572901
7086,154,110,3.780282974
7087,154,111,3.786438227
7088,154,112,3.789356232
7089,154,113,3.789388657
7090,155,48,2.660710096
7091,155,49,2.660710096
7092,155,50,2.660710096
7093,155,51,2.660710096
7094,155,52,2.654680252
7095,155,53,2.654680252
7096,155,54,2.654680252
7097,155,55,2.654680252
7098,155,56,2.654680252
7099,155,57,2.654680252
7100,155,58,2.643284082
7101,155,59,2.643284082
7102,155,60,2.643284082
7103,155,61,2.643284082
7104,155,62,2.643284082
7105,155,63,2.643284082
7106,155,64,2.643284082
7107,155,65,2.692079782
7108,155,66,2.692079782
7109,155,67,2.692079782
7110,155,68,2.692079782
7111,155,69,2.819042921
7112,155,70,2.819042921
7113,155,71,2.913575649
7114,155,72,2.913575649
7115,155,73,3.021282911
7116,155,74,3.103109121
7117,155,75,3.062577248
7118,155,76,3.164269924
7119,155,77,3.319677353
7120,155,78,3.374415159
7121,155,79,3.445827961
7122,155,80,3.46688509
7123,155,81,3.480981588
7124,155,82,3.472231865
7125,155,83,3.574988365
7126,155,84,3.559448004
7127,155,85,3.425673246
7128,155,86,3.400102139
7129,155,87,3.182015181
7130,155,88,3.152295113
7131,155,89,3.072025776
7132,155,90,3.031787157
7133,155,91,2.955662251
7134,155,92,2.988823175
7135,155,93,3.1393013
7136,155,94,3.104401112
7137,155,95,2.933700323
7138,155,96,2.955166817
7139,155,97,2.98436451
7140,155,98,2.974546194
7141,155,99,3.022904158
7142,155,100,3.120013237
7143,155,101,3.213609219
7144,155,102,3.258162975
7145,155,103,3.341810465
7146,155,104,3.417324066
7147,155,105,3.483669043
7148,155,106,3.513043404
7149,155,107,3.563528299
7150,155,108,3.602449417
7151,155,109,3.629809141
7152,155,110,3.639378309
7153,155,111,3.646417856
7154,155,112,3.651127338
7155,155,113,3.72046876
7156,155,114,3.71970892
7157,156,49,2.98815012
7158,156,50,2.98815012
7159,156,51,2.98815012
7160,156,52,2.986016989
7161,156,53,2.986016989
7162,156,54,2.986016989
7163,156,55,2.986016989
7164,156,56,2.986016989
7165,156,57,2.986016989
7166,156,58,3.001774788
7167,156,59,3.001774788
7168,156,60,2.846495867
7169,156,61,2.846495867
7170,156,62,2.846495867
7171,156,63,2.846495867
7172,156,64,2.846495867
7173,156,65,2.845682144
7174,156,66,2.845682144
7175,156,67,2.845682144
7176,156,68,2.845682144
7177,156,69,2.971038342
7178,156,70,2.971038342
7179,156,71,3.047812462
7180,156,72,3.047812462
7181,156,73,3.135532856
7182,156,74,3.323140621
7183,156,75,3.239787579
7184,156,76,3.320951223
7185,156,77,3.297226191
7186,156,78,3.349869013
7187,156,79,3.424460173
7188,156,80,3.447772026
7189,156,81,3.463255405
7190,156,82,3.429402113
7191,156,83,3.427247047
7192,156,84,3.559327126
7193,156,85,3.549412251
7194,156,86,3.202943087
7195,156,87,3.180783033
7196,156,88,3.156020403
7197,156,89,3.101338625
7198,156,90,3.073022127
7199,156,91,2.988681316
7200,156,92,3.09398365
7201,156,93,3.03985858
7202,156,94,3.020857573
7203,156,95,2.973034859
7204,156,96,2.991297483
7205,156,97,2.965733767
7206,156,98,2.993981361
7207,156,99,3.030091286
7208,156,100,3.10344696
7209,156,101,3.175066471
7210,156,102,3.209362268
7211,156,103,3.273845911
7212,156,104,3.331935406
7213,156,105,3.382862568
7214,156,106,3.405465364
7215,156,107,3.444728136
7216,156,108,3.476005554
7217,156,109,3.488715649
7218,156,110,3.572856903
7219,156,111,3.58011961
7220,156,112,3.585459709
7221,156,113,3.589050293
7222,156,114,3.591073275
7223,157,50,3.090815544
7224,157,51,3.090815544
7225,157,52,3.1317873
7226,157,53,3.1317873
7227,157,54,3.1317873
7228,157,55,3.1317873
7229,157,56,3.1317873
7230,157,57,3.1317873
7231,157,58,3.144727945
7232,157,59,3.144727945
7233,157,60,3.144727945
7234,157,61,3.144727945
7235,157,62,3.144727945
7236,157,63,3.144727945
7237,157,64,3.144727945
7238,157,65,3.113872766
7239,157,66,3.113872766
7240,157,67,3.113872766
7241,157,68,3.113872766
7242,157,69,3.156326294
7243,157,70,3.112447023
7244,157,71,3.174921751
7245,157,72,3.174921751
7246,157,73,3.246566772
7247,157,74,3.401983738
7248,157,75,3.4789083
7249,157,76,3.238225222
7250,157,77,3.290525675
7251,157,78,3.334980965
7252,157,79,3.410142899
7253,157,80,3.433336496
7254,157,81,3.405545235
7255,157,82,3.410469532
7256,157,83,3.410536051
7257,157,84,3.257832289
7258,157,85,3.251856327
7259,157,86,3.199441195
7260,157,87,3.181474924
7261,157,88,3.161201715
7262,157,89,3.116071224
7263,157,90,3.09255743
7264,157,91,3.201039076
7265,157,92,3.173327684
7266,157,93,3.127613068
7267,157,94,3.067667723
7268,157,95,3.04758811
7269,157,96,3.022498608
7270,157,97,2.942209005
7271,157,98,3.000139236
7272,157,99,3.031056643
7273,157,100,3.094019413
7274,157,101,3.155659199
7275,157,102,3.185206652
7276,157,103,3.240754366
7277,157,104,3.290748358
7278,157,105,3.313462734
7279,157,106,3.354103327
7280,157,107,3.388252258
7281,157,108,3.416006327
7282,157,109,3.427586079
7283,157,110,3.437718153
7284,157,111,3.546751022
7285,157,112,3.552537918
7286,157,113,3.526323795
7287,158,48,3.051613092
7288,158,49,3.051613092
7289,158,50,3.051613092
7290,158,51,3.051613092
7291,158,52,3.049990177
7292,158,53,3.049990177
7293,158,54,3.049990177
7294,158,55,3.049990177
7295,158,56,3.049990177
7296,158,57,3.049990177
7297,158,58,3.062802553
7298,158,59,3.062802553
7299,158,60,3.062802553
7300,158,61,3.062802553
7301,158,62,3.062802553
7302,158,63,3.062802553
7303,158,64,3.062802553
7304,158,65,3.0858078
7305,158,66,3.0858078
7306,158,67,3.0858078
7307,158,68,3.0858078
7308,158,69,3.117907286
7309,158,70,3.117907286
7310,158,71,3.157608986
7311,158,72,3.157608986
7312,158,73,3.268624306
7313,158,74,3.399246454
7314,158,75,3.464886904
7315,158,76,3.587419987
7316,158,77,3.29624486
7317,158,78,3.336030483
7318,158,79,3.396638632
7319,158,80,3.417894363
7320,158,81,3.229944468
7321,158,82,3.243551016
7322,158,83,3.25235796
7323,158,84,3.257293224
7324,158,85,3.25416255
7325,158,86,3.238361835
7326,158,87,3.226345062
7327,158,88,3.150302649
7328,158,89,3.131473064
7329,158,90,3.205873013
7330,158,91,3.233610392
7331,158,92,3.20838213
7332,158,93,3.16591239
7333,158,94,2.883021355
7334,158,95,2.860534191
7335,158,96,2.846870661
7336,158,97,3.017066002
7337,158,98,3.003846407
7338,158,99,3.030080795
7339,158,100,3.083529234
7340,158,101,3.109987259
7341,158,102,3.160945177
7342,158,103,3.208037853
7343,158,104,3.250362396
7344,158,105,3.269593954
7345,158,106,3.304109573
7346,158,107,3.43559742
7347,158,108,3.456418276
7348,158,109,3.46547699
7349,158,110,3.473705769
7350,158,111,3.487900734
7351,158,112,3.493981123
7352,158,113,3.499455929
7353,158,115,3.564729452
7354,158,116,3.567353725
7355,159,48,3.180438995
7356,159,49,3.180438995
7357,159,50,3.180438995
7358,159,51,3.177907705
7359,159,52,3.177907705
7360,159,53,3.177907705
7361,159,54,3.177907705
7362,159,55,3.177907705
7363,159,56,3.177907705
7364,159,57,3.177907705
7365,159,58,3.183756351
7366,159,59,3.183756351
7367,159,60,3.183756351
7368,159,61,3.183756351
7369,159,62,3.183756351
7370,159,63,3.183756351
7371,159,64,3.206019878
7372,159,65,3.206019878
7373,159,66,3.206019878
7374,159,67,3.206019878
7375,159,68,3.206019878
7376,159,69,3.232089043
7377,159,70,3.232089043
7378,159,71,3.264323473
7379,159,72,3.264323473
7380,159,73,3.301329613
7381,159,74,3.383606195
7382,159,75,3.535870075
7383,159,76,3.64084363
7384,159,77,3.688732862
7385,159,78,3.781959295
7386,159,79,3.155353308
7387,159,80,3.184956074
7388,159,81,3.229679346
7389,159,82,3.245439768
7390,159,83,3.252128839
7391,159,84,3.26135397
7392,159,85,3.260799646
7393,159,86,3.250910997
7394,159,87,3.242185831
7395,159,88,3.276053905
7396,159,89,2.908072948
7397,159,90,3.023401737
7398,159,91,3.264374018
7399,159,92,3.241206884
7400,159,93,2.929446936
7401,159,94,2.914172888
7402,159,95,2.890285492
7403,159,96,2.876977921
7404,159,97,3.036262035
7405,159,98,3.059144974
7406,159,99,3.07164216
7407,159,100,3.058988571
7408,159,101,3.077070236
7409,159,102,3.252302647
7410,159,103,3.273601294
7411,159,104,3.292943239
7412,159,105,3.301854849
7413,159,106,3.318303823
7414,159,107,3.333283901
7415,159,108,3.34731245
7416,159,109,3.354123354
7417,159,110,3.36086297
7418,159,111,3.423740864
7419,159,112,3.436803818
7420,159,113,3.442864656
7421,159,115,3.454128742
7422,159,116,3.459349871
7423,159,117,3.519397259
7424,160,49,3.64583683
7425,160,50,3.64583683
7426,160,51,3.645755529
7427,160,52,3.645755529
7428,160,53,3.645755529
7429,160,54,3.645755529
7430,160,55,3.645755529
7431,160,56,3.509976387
7432,160,57,3.517566919
7433,160,58,3.517566919
7434,160,59,3.517566919
7435,160,60,3.517566919
7436,160,61,3.517566919
7437,160,62,3.517566919
7438,160,63,3.517566919
7439,160,64,3.321428776
7440,160,65,3.321428776
7441,160,66,3.321428776
7442,160,67,3.321428776
7443,160,68,3.321428776
7444,160,69,3.34250474
7445,160,70,3.34250474
7446,160,71,3.368557215
7447,160,72,3.368557215
7448,160,73,3.431259394
7449,160,74,3.465606689
7450,160,75,3.50049901
7451,160,76,3.56839323
7452,160,77,3.740407705
7453,160,78,3.872713327
7454,160,79,3.165471554
7455,160,80,3.193962812
7456,160,81,3.238426685
7457,160,82,3.254855156
7458,160,83,3.277382135
7459,160,84,3.283993959
7460,160,85,3.271971226
7461,160,86,3.267444372
7462,160,87,3.261699915
7463,160,88,2.986094952
7464,160,89,3.108756542
7465,160,90,3.033301353
7466,160,91,3.018744707
7467,160,92,3.005328894
7468,160,93,2.987537384
7469,160,94,2.943688869
7470,160,95,2.912638426
7471,160,96,2.905357838
7472,160,97,3.053349972
7473,160,98,3.068558931
7474,160,99,3.076963186
7475,160,100,3.209589481
7476,160,101,3.216808796
7477,160,102,3.231019497
7478,160,103,3.244321108
7479,160,104,3.250523567
7480,160,105,3.262069225
7481,160,106,3.272791147
7482,160,107,3.283288002
7483,160,108,3.294223547
7484,160,109,3.300030708
7485,160,110,3.306125641
7486,160,111,3.312529564
7487,160,112,3.326244831
7488,160,113,3.387562275
7489,160,115,3.400724888
7490,160,116,3.407187223
7491,161,46,3.776128054
7492,161,47,3.776128054
7493,161,48,3.776128054
7494,161,49,3.776128054
7495,161,50,3.776128054
7496,161,51,3.77589798
7497,161,52,3.77589798
7498,161,53,3.77589798
7499,161,54,3.77589798
7500,161,55,3.77589798
7501,161,56,3.77589798
7502,161,57,3.780302286
7503,161,58,3.780302286
7504,161,59,3.780302286
7505,161,60,3.780302286
7506,161,61,3.780302286
7507,161,62,3.780302286
7508,161,63,3.780302286
7509,161,64,3.376992702
7510,161,65,3.376992702
7511,161,66,3.376992702
7512,161,67,3.376992702
7513,161,68,3.25980854
7514,161,69,3.25980854
7515,161,70,3.25980854
7516,161,71,3.283733606
7517,161,72,3.31052494
7518,161,73,3.339356422
7519,161,74,3.369391918
7520,161,75,3.399840117
7521,161,76,3.459280014
7522,161,77,3.418243408
7523,161,78,3.482217073
7524,161,79,3.657940149
7525,161,80,3.361875772
7526,161,81,3.252939463
7527,161,82,3.269858837
7528,161,83,3.294573307
7529,161,84,3.302783251
7530,161,85,3.30850172
7531,161,86,3.06407547
7532,161,87,3.031565428
7533,161,88,3.15768981
7534,161,89,3.142760277
7535,161,90,3.38291955
7536,161,91,3.042005062
7537,161,92,3.030323029
7538,161,93,3.01568532
7539,161,94,2.999789476
7540,161,95,2.968353987
7541,161,96,2.957978249
7542,161,97,3.082041264
7543,161,98,3.07220006
7544,161,99,3.080863953
7545,161,100,2.915839911
7546,161,101,3.202743769
7547,161,102,3.208882093
7548,161,103,3.214627743
7549,161,104,3.21730423
7550,161,105,3.222416401
7551,161,106,3.227695704
7552,161,107,3.233940601
7553,161,108,3.23768878
7554,161,109,3.246861696
7555,161,110,3.252388
7556,161,111,3.258562565
7557,161,112,3.272751808
7558,161,113,3.280654669
7559,161,114,3.288992167
7560,161,115,3.348569632
7561,161,116,3.356261492
7562,162,49,3.90100956
7563,162,50,3.900654554
7564,162,51,3.900654554
7565,162,52,3.900654554
7566,162,53,3.900654554
7567,162,54,3.900654554
7568,162,55,3.900654554
7569,162,56,3.903793335
7570,162,57,3.903793335
7571,162,58,3.903793335
7572,162,59,3.903793335
7573,162,60,3.903793335
7574,162,61,3.903793335
7575,162,62,3.903793335
7576,162,63,3.513032913
7577,162,64,3.513032913
7578,162,65,3.513032913
7579,162,66,3.513032913
7580,162,67,3.513032913
7581,162,68,3.525326252
7582,162,69,3.525326252
7583,162,70,3.525326252
7584,162,71,3.53957057
7585,162,72,3.555350542
7586,162,73,3.455224276
7587,162,74,3.478663683
7588,162,75,3.502445698
7589,162,76,3.548991919
7590,162,77,3.493765593
7591,162,78,3.548755884
7592,162,79,3.57424736
7593,162,80,3.598371744
7594,162,81,3.367265701
7595,162,82,3.377089262
7596,162,83,3.389847279
7597,162,84,3.272951841
7598,162,85,3.092416525
7599,162,86,3.096774578
7600,162,87,3.096109867
7601,162,88,3.229093313
7602,162,89,3.217900515
7603,162,90,3.416093349
7604,162,91,3.405653
7605,162,92,3.055599689
7606,162,93,3.043873787
7607,162,94,3.021106958
7608,162,95,2.994817257
7609,162,96,2.982684135
7610,162,97,2.960324526
7611,162,98,3.090687037
7612,162,99,2.939171076
7613,162,100,2.933784962
7614,162,101,3.170967817
7615,162,102,3.162324905
7616,162,103,3.158204556
7617,162,104,3.150397062
7618,162,105,3.143578529
7619,162,106,3.138690472
7620,162,107,3.137007236
7621,162,108,3.137765169
7622,162,109,3.143058538
7623,162,110,3.199591398
7624,162,111,3.205614328
7625,162,112,3.212579727
7626,162,113,3.229018211
7627,162,114,3.23827529
7628,162,115,3.248057365
7629,162,116,3.306596994
7630,162,117,3.315670967
7631,163,46,4.139544487
7632,163,47,4.139544487
7633,163,48,4.139544487
7634,163,49,4.135998726
7635,163,50,4.135998726
7636,163,51,4.135998726
7637,163,52,4.135998726
7638,163,53,4.135998726
7639,163,54,4.135998726
7640,163,55,4.135998726
7641,163,56,3.639634371
7642,163,57,3.639634371
7643,163,58,3.639634371
7644,163,59,3.639634371
7645,163,60,3.639634371
7646,163,61,3.639634371
7647,163,62,3.647176504
7648,163,63,3.647176504
7649,163,64,3.647176504
7650,163,65,3.647176504
7651,163,66,3.647176504
7652,163,67,3.647176504
7653,163,68,3.656193256
7654,163,69,3.656193256
7655,163,70,3.656193256
7656,163,71,3.666428804
7657,163,72,3.677591324
7658,163,73,3.689371347
7659,163,74,3.7014606
7660,163,75,3.624952793
7661,163,76,3.641970158
7662,163,77,3.572574139
7663,163,78,3.618820429
7664,163,79,3.640522242
7665,163,80,3.681074619
7666,163,81,3.880277872
7667,163,82,3.900013208
7668,163,83,3.447971344
7669,163,84,3.322986603
7670,163,85,3.131707668
7671,163,86,3.134657145
7672,163,87,3.285441875
7673,163,88,3.269132614
7674,163,89,3.259327888
7675,163,90,3.24754405
7676,163,91,3.225836277
7677,163,92,3.203332186
7678,163,93,3.233316422
7679,163,94,3.050209761
7680,163,95,3.020710707
7681,163,96,3.006602764
7682,163,97,2.979819059
7683,163,98,3.097904444
7684,163,99,2.949615955
7685,163,100,2.941526651
7686,163,101,2.92574954
7687,163,102,3.138165712
7688,163,103,3.130828619
7689,163,104,3.116919279
7690,163,105,3.10453248
7691,163,106,3.094828367
7692,163,107,3.091472864
7693,163,108,3.088758469
7694,163,109,3.092356682
7695,163,110,3.096692562
7696,163,111,3.15365839
7697,163,112,3.160871029
7698,163,113,3.178607702
7699,163,114,3.188842058
7700,163,115,3.139906168
7701,163,116,3.15039134
7702,163,117,3.16111207
7703,164,43,4.26468277
7704,164,44,4.26468277
7705,164,45,4.26468277
7706,164,46,4.26468277
7707,164,47,4.26468277
7708,164,48,4.26468277
7709,164,49,4.090069771
7710,164,50,4.090069771
7711,164,51,4.090069771
7712,164,52,4.090069771
7713,164,53,4.090069771
7714,164,54,4.090069771
7715,164,55,4.094594479
7716,164,56,4.094594479
7717,164,57,4.094594479
7718,164,58,4.094594479
7719,164,59,4.094594479
7720,164,60,4.094594479
7721,164,61,4.094594479
7722,164,62,4.100545406
7723,164,63,4.100545406
7724,164,64,4.100545406
7725,164,65,4.100545406
7726,164,66,4.100545406
7727,164,67,4.100545406
7728,164,68,4.107778072
7729,164,69,4.107778072
7730,164,70,3.791606903
7731,164,71,3.791606903
7732,164,72,3.798571825
7733,164,73,3.805686474
7734,164,74,3.955179453
7735,164,75,3.981829405
7736,164,76,3.995378971
7737,164,77,3.653415203
7738,164,78,3.69113636
7739,164,79,3.709065914
7740,164,80,3.935323715
7741,164,81,3.952963352
7742,164,82,3.970052242
7743,164,83,4.002812386
7744,164,84,4.018571854
7745,164,85,3.647794724
7746,164,86,3.330465078
7747,164,87,3.325636625
7748,164,88,3.592653513
7749,164,89,3.576185703
7750,164,90,3.558661222
7751,164,91,3.266243935
7752,164,92,3.243252993
7753,164,93,3.188663483
7754,164,94,3.164370775
7755,164,95,2.932590485
7756,164,96,2.922192812
